-1500,425
-2.9861e+06,3.333e+06
-2.988e+06,3.3306e+06
-2.9881e+06,3.3305e+06
-2.9905e+06,3.3284e+06
-2.993e+06,3.3286e+06
-2.9955e+06,3.3294e+06
-2.998e+06,3.33e+06
-3.0005e+06,3.3303e+06
-3.003e+06,3.3305e+06
-3.003e+06,3.3305e+06
-3.0032e+06,3.3305e+06
-3.0055e+06,3.3305e+06
-3.008e+06,3.3303e+06
-3.0105e+06,3.3299e+06
-3.0124e+06,3.328e+06
-3.0111e+06,3.3255e+06
-3.0105e+06,3.325e+06
-3.0089e+06,3.323e+06
-3.008e+06,3.3222e+06
-3.0062e+06,3.3205e+06
-3.0055e+06,3.32e+06
-3.003e+06,3.3184e+06
-3.002e+06,3.318e+06
-3.0005e+06,3.3172e+06
-2.998e+06,3.3159e+06
-2.9974e+06,3.3155e+06
-2.9963e+06,3.313e+06
-2.9967e+06,3.3105e+06
-2.998e+06,3.308e+06
-2.998e+06,3.308e+06
-3.0005e+06,3.3062e+06
-3.0018e+06,3.3055e+06
-3.003e+06,3.3046e+06
-3.0046e+06,3.303e+06
-3.0055e+06,3.3016e+06
-3.0063e+06,3.3005e+06
-3.008e+06,3.2986e+06
-3.0087e+06,3.298e+06
-3.0104e+06,3.2955e+06
-3.0097e+06,3.293e+06
-3.008e+06,3.2914e+06
-3.0071e+06,3.2905e+06
-3.0055e+06,3.2888e+06
-3.0049e+06,3.288e+06
-3.0044e+06,3.2855e+06
-3.0044e+06,3.283e+06
-3.0039e+06,3.2805e+06
-3.003e+06,3.2792e+06
-3.0023e+06,3.278e+06
-3.0006e+06,3.2755e+06
-3.0005e+06,3.2753e+06
-2.9985e+06,3.273e+06
-2.998e+06,3.2721e+06
-2.9969e+06,3.2705e+06
-2.9968e+06,3.268e+06
-2.9968e+06,3.2655e+06
-2.9957e+06,3.263e+06
-2.9955e+06,3.2629e+06
-2.993e+06,3.2608e+06
-2.9927e+06,3.2605e+06
-2.9912e+06,3.258e+06
-2.9914e+06,3.2555e+06
-2.993e+06,3.2535e+06
